Week,Region,Sales_NB,Sales_SB,Price_NB,Price_SB,logSales_NB,logSales_SB,logPrice_NB,logPrice_SB
3,F,520,270,6.37,4.76,6.253828812,5.598421959,1.85159947,1.560247668
4,F,453,967,6.39,2.99,6.115892125,6.874198495,1.854734268,1.095273387
5,F,694,195,6.39,4.92,6.542471961,5.272999559,1.854734268,1.593308531
6,F,652,201,6.4,4.99,6.480044562,5.303304908,1.85629799,1.60743591
7,F,659,214,6.39,4.99,6.490723535,5.365976015,1.854734268,1.60743591
8,F,603,228,6.4,4.99,6.401917197,5.429345629,1.85629799,1.60743591
9,F,637,228,6.38,4.99,6.456769656,5.429345629,1.853168097,1.60743591
10,F,725,205,6.09,4.99,6.586171655,5.323009979,1.806648082,1.60743591
11,F,647,326,6.4,4.99,6.472346295,5.786897381,1.85629799,1.60743591
12,F,688,284,6.4,4.99,6.533788838,5.648974238,1.85629799,1.60743591
13,F,481,350,6.4,4.99,6.17586727,5.857933154,1.85629799,1.60743591
14,F,613,275,6.39,4.99,6.418364936,5.616771098,1.854734268,1.60743591
15,F,570,274,6.4,4.99,6.345636361,5.613128106,1.85629799,1.60743591
16,F,476,238,6.4,4.98,6.165417854,5.472270674,1.85629799,1.605429891
17,F,715,213,6.4,4.98,6.572282543,5.361292166,1.85629799,1.605429891
18,F,631,192,6.3,4.99,6.447305863,5.257495372,1.840549633,1.60743591
19,F,631,195,6.41,5,6.447305863,5.272999559,1.857859271,1.609437912
20,F,841,286,6.4,4.99,6.73459166,5.655991811,1.85629799,1.60743591
21,F,637,268,6.35,4.99,6.456769656,5.590986981,1.848454813,1.60743591
22,F,1072,222,5.16,4.99,6.977281342,5.402677382,1.640936579,1.60743591
23,F,669,212,6.38,4.96,6.50578406,5.356586275,1.853168097,1.601405741
24,F,639,195,6.42,5,6.459904454,5.272999559,1.859418118,1.609437912
25,F,543,316,6.41,4.99,6.29710932,5.755742214,1.857859271,1.60743591
26,F,605,234,6.4,5,6.405228458,5.455321115,1.85629799,1.609437912
27,F,628,193,6.4,5,6.442540166,5.262690189,1.85629799,1.609437912
28,F,619,230,6.34,5,6.428105273,5.438079309,1.846878768,1.609437912
29,F,1230,189,5.15,4.99,7.114769448,5.241747015,1.638996715,1.60743591
30,F,695,219,6.39,4.98,6.543911846,5.38907173,1.854734268,1.605429891
31,F,588,211,6.42,4.99,6.376726948,5.351858133,1.859418118,1.60743591
32,F,628,290,6.42,5,6.442540166,5.669880923,1.859418118,1.609437912
33,F,722,271,6.38,5,6.582025139,5.602118821,1.853168097,1.609437912
34,F,573,301,6.4,4.98,6.350885717,5.707110265,1.85629799,1.605429891
35,F,501,255,6.52,5.07,6.216606101,5.541263545,1.874874376,1.623340818
36,F,546,162,6.66,5.29,6.302618976,5.087596335,1.896119485,1.665818246
37,F,852,151,5.14,5.15,6.747586527,5.017279837,1.637053079,1.638996715
38,F,422,353,6.74,4.07,6.045005314,5.866468057,1.908059925,1.403642999
39,F,598,220,6.81,5.27,6.393590754,5.393627546,1.91839212,1.662030363
40,F,596,285,6.8,5.31,6.390240667,5.65248918,1.916922612,1.669591835
41,F,646,340,6.68,5.3,6.470799504,5.828945618,1.899117988,1.667706821
42,F,845,138,5.14,5.31,6.739336627,4.927253685,1.637053079,1.669591835
43,F,542,149,6.76,5.31,6.295266001,5.003946306,1.91102289,1.669591835
44,F,488,226,6.81,5.29,6.190315406,5.420534999,1.91839212,1.665818246
45,F,497,269,6.8,5.3,6.208590026,5.59471138,1.916922612,1.667706821
46,F,463,243,6.79,5.31,6.137727054,5.493061443,1.915450942,1.669591835
47,F,524,253,6.68,5.31,6.261491684,5.533389489,1.899117988,1.669591835
48,F,1029,155,5.16,5.3,6.936342736,5.043425117,1.640936579,1.667706821
49,F,473,175,6.75,5.3,6.159095388,5.164785974,1.909542505,1.667706821
50,F,522,196,6.8,5.3,6.257667588,5.278114659,1.916922612,1.667706821
51,F,580,266,6.79,5.3,6.363028104,5.583496309,1.915450942,1.667706821
52,F,598,242,6.73,5.3,6.393590754,5.488937726,1.906575144,1.667706821
53,F,1064,254,5.62,5.29,6.96979067,5.537334267,1.726331664,1.665818246
54,F,549,214,6.77,5.27,6.308098442,5.365976015,1.912501087,1.662030363
55,F,543,209,6.71,5.28,6.29710932,5.342334252,1.903598951,1.663926098
56,F,904,212,6.07,5.3,6.80682936,5.356586275,1.803358605,1.667706821
57,F,601,240,6.79,5.3,6.398594935,5.480638923,1.915450942,1.667706821
58,F,523,284,6.81,5.17,6.259581464,5.648974238,1.91839212,1.642872689
59,F,708,182,6.79,4.67,6.562444094,5.204006687,1.915450942,1.541159072
60,F,437,270,6.8,4.66,6.079933195,5.598421959,1.916922612,1.539015448
61,F,646,224,6.75,5.28,6.470799504,5.411646052,1.909542505,1.663926098
62,F,773,268,6.08,5.3,6.650279049,5.590986981,1.805004696,1.667706821
63,F,535,215,6.79,5.31,6.282266747,5.370638028,1.915450942,1.669591835
64,F,539,199,6.8,5.3,6.289715571,5.293304825,1.916922612,1.667706821
65,F,585,155,6.8,5.31,6.371611847,5.043425117,1.916922612,1.669591835
66,F,563,212,6.8,5.31,6.333279628,5.356586275,1.916922612,1.669591835
67,F,480,243,6.75,5.3,6.173786104,5.493061443,1.909542505,1.667706821
68,F,720,180,6.06,5.3,6.579251212,5.192956851,1.8017098,1.667706821
69,F,660,202,6.78,5.3,6.492239835,5.308267697,1.913977102,1.667706821
70,F,406,194,6.67,5.27,6.00635316,5.267858159,1.89761986,1.662030363
71,F,1274,248,5.13,4.76,7.149916836,5.513428746,1.635105659,1.560247668
72,F,608,200,6.76,5.29,6.410174882,5.298317367,1.91102289,1.665818246
73,F,422,279,6.67,5.3,6.045005314,5.631211782,1.89761986,1.667706821
74,F,1017,162,5.11,5.3,6.924612396,5.087596335,1.631199404,1.667706821
75,F,468,232,6.73,5.3,6.148468296,5.446737372,1.906575144,1.667706821
76,F,511,273,6.79,5.28,6.23636959,5.609471795,1.915450942,1.663926098
77,F,472,237,6.8,5.24,6.156978986,5.468060141,1.916922612,1.656321498
78,F,535,285,6.81,5.3,6.282266747,5.65248918,1.91839212,1.667706821
79,F,571,179,6.8,5.31,6.34738921,5.187385806,1.916922612,1.669591835
80,F,494,211,6.76,5.3,6.202535517,5.351858133,1.91102289,1.667706821
81,F,676,152,6.07,5.3,6.516193076,5.023880521,1.803358605,1.667706821
82,F,675,259,6.79,5.29,6.514712691,5.556828062,1.915450942,1.665818246
83,F,624,209,6.8,5.29,6.436150368,5.342334252,1.916922612,1.665818246
84,F,446,226,6.8,5.3,6.100318952,5.420534999,1.916922612,1.667706821
85,F,489,160,6.86,5.31,6.192362489,5.075173815,1.925707442,1.669591835
86,F,535,168,6.98,5.3,6.282266747,5.123963979,1.943048917,1.667706821
87,F,451,219,6.99,5.3,6.11146734,5.38907173,1.944480556,1.667706821
88,F,477,208,7,5.3,6.167516491,5.33753808,1.945910149,1.667706821
89,F,453,192,7,5.31,6.115892125,5.257495372,1.945910149,1.669591835
90,F,544,300,6.99,5.3,6.298949247,5.703782475,1.944480556,1.667706821
91,F,501,310,7,5.3,6.216606101,5.736572297,1.945910149,1.667706821
92,F,418,215,7,5.3,6.035481433,5.370638028,1.945910149,1.667706821
93,F,534,292,7,5.29,6.280395839,5.676753802,1.945910149,1.665818246
94,F,548,217,7,5.3,6.306275287,5.379897354,1.945910149,1.667706821
95,F,632,202,6.9,5.31,6.448889394,5.308267697,1.931521412,1.669591835
96,F,640,193,6.07,5.3,6.461468176,5.262690189,1.803358605,1.667706821
97,F,483,211,6.98,5.31,6.180016654,5.351858133,1.943048917,1.669591835
98,F,825,134,5.66,5.3,6.715383386,4.8978398,1.733423892,1.667706821
99,F,1123,146,5.14,5.3,7.023758955,4.983606622,1.637053079,1.667706821
100,F,1124,141,5.11,5.28,7.02464903,4.94875989,1.631199404,1.663926098
101,F,1199,159,5.11,5.31,7.089243155,5.068904202,1.631199404,1.669591835
102,F,885,157,5.23,5.28,6.785587645,5.056245805,1.654411278,1.663926098
103,F,1045,224,5.6,5.01,6.951772164,5.411646052,1.722766598,1.611435915
104,F,514,211,6.96,5.29,6.242223265,5.351858133,1.940179474,1.665818246
